"full_name","chamber","party","state","bin","govTrack_desc","govTrack_ideology","proPub_votesAgainstParty","user_id","screen_name","location","description","statuses_count","followers_count","friends_count","favourites_count","n_obs_timeline","n_obs_origContent","n_obs_textOnly","earliest_status","latest_status","median_favCount_OC","mean_favCount_OC","median_favCount_text","mean_favCount_text"
"Raja Krishnamoorthi","House","D","Ill.",22," centrist Democrat",0.416355064818,"5.8%","x814179031956488192","CongressmanRaja","Schaumburg, IL","Official Twitter account of Congressman   Raja Krishnamoorthi, representing Illinois' 8th Congressional District.",2174,9860,1450,960,2173,941,138,"2017-01-04 19:16:28","2018-02-22 21:05:21",27,87.6323060573858,39.5,189.630434782609
"Charlie Crist","House","D","Fla.",22," centrist Democrat",0.418286862609,"10.6%","x816030424778543104","RepCharlieCrist","St Petersburg, FL","Representing Florida's 13th Congressional District in the U.S. House of Representatives.",1366,5260,223,125,1366,774,164,"2017-01-03 20:19:29","2018-02-22 19:41:27",9,16.437984496124,8,19.3353658536585
"Cheri Bustos","House","D","Ill.",22," centrist Democrat",0.420258534003,"8.8%","x1092979962","RepCheri","Illinois & Washington, D.C.","Serving Illinois' 17th District. Wife & mother of 3 sons. Athlete. Former reporter. Fighting for #ABetterDeal. Co-Chair of DPCC. Facebook & Snapchat: RepCheri.",3103,28727,3957,442,3096,2082,446,"2013-01-16 17:13:51","2018-02-22 19:54:49",7,27.9130643611912,4,24.9843049327354
"Peter J. Visclosky","House","D","Ind.",22," centrist Democratic follower",0.42260685173,"6.0%","x193872188","RepVisclosky","Northwest, IN - Washington, DC","Tweets from the Office of Congressman Pete Visclosky, proudly representing the people of Indiana's First Congressional District. Policy: http://t.co/Wi81U7L5zE",1786,11796,1070,37,1780,1415,486,"2010-09-23 18:10:44","2018-02-21 16:00:57",0,2.51590106007067,0,1.67901234567901
"Filemon Vela","House","D","Texas",22," centrist Democratic follower",0.425298107657,"10.6%","x1083448909","RepFilemonVela","District 34, Texas","U.S. Congressman for the 34th District of Texas - Privileged to represent South Texans.",1244,11384,347,137,1244,730,229,"2013-01-16 19:06:40","2018-02-15 20:29:20",1,10.0684931506849,3,20.1397379912664
"Sanford D. Bishop Jr.","House","D","Ga.",22," centrist Democrat",0.426330951098,"9.4%","x249410485","SanfordBishop","Georgia 2nd CD & Washington DC","Proudly representing Georgia's 2nd Congressional District. Ranking Member of House Appropriations Subcommittee on Agriculture  https://t.co/gQh6pvYihy",1731,16163,784,151,1730,1359,411,"2011-02-10 18:07:10","2018-02-22 21:14:16",0,1.73657100809419,0,1.30413625304136
"Dave Loebsack","House","D","Iowa",22," centrist Democrat",0.426447781021,"8.9%","x510516465","daveloebsack","Iowa's 2nd District","Fighting for the hardworking people of Iowa",919,7009,579,29,918,660,201,"2013-02-08 16:06:29","2018-02-21 18:09:08",2,9.79090909090909,4,14.5124378109453
"Bill Nelson","Senate","D"," Fla.",22," centrist Democratic leader",0.42666379825,"9.7%","20597460","SenBillNelson","Florida/ Washington, D.C.","U.S. Sen. Bill Nelson is the senior senator from the state of Florida.",909,285717,102,0,913,786,463,"2009-02-17 16:49:58","2018-02-23 17:31:50",5,235.511450381679,1,216.546436285097
"Jacky Rosen","House","D","Nev.",22," centrist Democratic follower",0.434374366002,"10.8%","x818554054309715969","RepJackyRosen","Las Vegas, NV","Congresswoman representing Nevada's 3rd District. #ProblemSolver. Computer programmer. Former synagogue president. #NV03",1676,6165,180,140,1672,976,228,"2017-01-12 05:09:02","2018-02-22 23:37:50",14,24.1372950819672,17,32.0043859649123
"Ami Bera","House","D","Calif.",22," centrist Democratic follower",0.436953807226,"10.2%","x950783972","RepBera","Elk Grove, California","Proudly representing Sacramento County, California in the U.S. House of Representatives",2971,27215,188,49,2970,2637,306,"2013-01-05 00:34:06","2018-02-22 23:15:57",3,10.42131209708,2,18.3398692810458
"Jon Tester","Senate","D"," Mont.",23," centrist Democrat",0.437544466669,"10.4%","515822213","SenatorTester","Montana","Third-generation Montana farmer. Proud grandfather. Former school teacher. Flattop icon. Trumpet player. Montana's senior Senator.",3761,90204,986,179,3202,2164,354,"2015-01-21 03:50:48","2018-02-23 17:48:01",9,165.895563770795,4,36.5649717514124
"Thomas Suozzi","House","D","N.Y.",23," centrist Democratic follower",0.440650999498,"11.8%","x816705409486618624","RepTomSuozzi","Glen Cove, NY","Representing New York's 3rd Congressional District including parts of Queens, Nassau and Suffolk counties. https://t.co/aWr41ZGlpq",434,3826,90,23,435,351,29,"2017-01-06 19:56:08","2018-02-23 03:04:30",13,17.2849002849003,16,27.6551724137931
"J. Luis Correa","House","D","Calif.",23," centrist Democratic follower",0.441627007637,"11.2%","x815985039485837312","RepLouCorrea","Santa Ana, CA","Father of 5. Public servant. Member of Congress. @VetAffairsDems @HomelandDemsHouse",303,3168,3,10,301,215,110,"2017-01-03 16:19:03","2018-02-16 02:47:13",14,21.753488372093,14,20.0818181818182
"Brad Schneider","House","D","Ill.",23," centrist Democrat",0.448361469582,"13.1%","x1071840474","RepSchneider","Illinois","Proud to represent the people of Illinois's 10th Congressional District",2576,6860,1056,487,2566,1381,232,"2013-01-17 20:14:59","2018-02-22 22:34:58",5,16.4779145546705,4,18.8448275862069
"Tim Walz","House","D","Minn.",23," centrist Democratic leader",0.450505891589,"7.4%","x1262814457","RepTimWalz","","Teacher, Football Coach, Command Sgt. Major Proudly Representing Minnesota's 1st Congressional District; Ranking Member of House @VetAffairsDems",3212,22289,3151,1025,3212,2137,735,"2013-03-13 16:08:47","2018-02-22 21:08:28",9,120.501637810014,10,306.180952380952
"Richard E. Neal","House","D","Mass.",23," centrist Democratic leader",0.453222229624,"4.5%","x442824717","RepRichardNeal","","Serving the First Congressional District of Massachusetts in the United States House of Representatives, with 87 cities and towns in western & central MA",1294,14299,29,0,1294,998,128,"2011-12-21 16:16:20","2018-02-22 19:10:29",1,9.06412825651303,2,15.7578125
"C.A. Dutch Ruppersberger","House","D","Md.",23," centrist Democratic follower",0.453424308715,"8.1%","x305620929","Call_Me_Dutch","Washington, DC","U.S. Congressman serving Maryland's 2nd District. Member of House Appropriations Committee. Loves all things Baltimore esp. the Ravens, Orioles and crabs.",2858,13454,1900,471,2855,2088,690,"2011-05-26 19:51:58","2018-02-22 17:33:30",0,4.61590038314176,0,4.84202898550725
"David Scott","House","D","Ga.",23," centrist Democratic follower",0.455815049032,"8.0%","x161791703","BobbyScott","Newport News, VA","Proudly representing Virginia's 3rd Congressional District. Ranking Member, Committee on Education and the Workforce @edworkforcedems.",4775,26260,2779,595,3239,2024,378,"2015-04-02 23:03:05","2018-02-22 22:56:04",7,17.1408102766798,11,30.9232804232804
"Gene Green","House","D","Texas",23," centrist Democrat",0.456367174665,"10.1%","x111635527","RepGeneGreen","Houston, TX","Proudly serving the 29th Congressional District of Texas | Ranking Member of @EnergyCommerce Subcommittee on Health | Proud @UHouston Alum",2327,17610,614,901,2323,1548,379,"2010-02-05 17:25:39","2018-02-17 17:29:00",4,9.87855297157623,1,7.155672823219
"Doug Jones","Senate","D"," Ala.",23," centrist Democratic follower",0.466331012167,"22.2%","941080085121175552","SenDougJones","Washington, DC","U.S. Senator for Alabama",84,8565,55,2,97,72,18,"2018-01-05 18:18:46","2018-02-23 18:27:55",135.5,399.833333333333,226.5,847.611111111111
"Vicente Gonzalez","House","D","Texas",24," centrist Democratic follower",0.46873537216,"11.2%","x818536152588238849","RepGonzalez","","Proudly representing the 15th District of Texas in U.S. Congress   #TX15GettingItRight",437,1733,182,49,437,313,61,"2017-01-10 17:53:23","2018-02-21 21:13:30",4,10.482428115016,6,19.3770491803279
"Stephanie Murphy","House","D","Fla.",24," centrist Democrat",0.47003293497,"14.7%","x796183515998068736","RepStephMurphy","Winter Park, FL","U.S. Congresswoman Stephanie Murphy - fighting for progress and proudly representing Seminole & Orange Counties in the U.S. House of Representatives. #FL07",1236,12444,506,245,1237,820,176,"2017-01-03 17:29:38","2018-02-23 00:38:04",27,74.1134146341463,48.5,125.482954545455
"Tom O'Halleran","House","D","Ariz.",24," centrist Democratic follower",0.476530398309,"14.2%","x808416682972770304","RepOHalleran","Arizona","Husband, father, and grandfather. Proud to represent Arizona's First Congressional District. Member of Agriculture and Armed Services Committees. #AZ01",1576,6615,271,701,1577,1008,67,"2017-01-03 18:15:32","2018-02-23 01:08:00",10,17.3035714285714,20,42.3432835820896
"Jim Cooper","House","D","Tenn.",24," centrist Democrat",0.481826026137,"13.3%","x22523087","repjimcooper","Nashville, Tennessee","Official feed of U.S. Rep. Jim Cooper. Blue Dog Democrat representing Nashville area in Congress. Married with 3 great kids. Tweets by Jim & staff.",2560,20859,618,615,2554,772,244,"2010-09-28 18:14:09","2018-02-22 16:04:00",5,90.5647668393782,4,223.02868852459
"Daniel Lipinski","House","D","Ill.",24," centrist Democrat",0.49974440696,"11.7%","x1009269193","RepLipinski","","Proudly representing the people of Illinois' 3rd Congressional District. Follow me on Facebook at http://t.co/The2w76j",2081,11101,891,622,2082,1294,576,"2012-12-13 17:08:27","2018-02-22 23:55:32",1,6.07650695517774,1,9.37673611111111
"Jim Costa","House","D","Calif.",24," centrist Democratic follower",0.505679816186,"19.0%","x245451804","RepJimCosta","","Costa represents California's 16th District. He serves on the Agriculture & Natural Resources Committees. This account is for official use only.",1643,15091,545,34,1642,1215,376,"2012-06-01 14:43:22","2018-02-20 22:21:33",1,4.73991769547325,1,2.7313829787234
"Heidi Heitkamp","Senate","D"," N.D.",24," centrist Democrat",0.509585351481,"23.1%","1061029050","SenatorHeitkamp","","Official Twitter account for Heidi Heitkamp, U.S. Senator for #NorthDakota. Learn more on Facebook: https://t.co/ju1vFjQSEQ Instagram: https://t.co/ceKF69m637",9952,68944,799,951,3246,2349,309,"2016-07-26 18:16:05","2018-02-23 19:59:15",11,31.085994040017,12,41.9838187702265
"Ron Kind","House","D","Wis.",24," centrist Democrat",0.514973915971,"9.6%","x112740986","RepRonKind","Washington, DC","Member of the U.S. House of Representatives from Wisconsin's Third Congressional District.",1186,12639,560,2,1186,1062,492,"2010-02-09 16:11:56","2018-02-22 19:16:48",1,5.84934086629002,1,7.50406504065041
"Josh Gottheimer","House","D","N.J.",24," centrist Democratic follower",0.517010082829,"17.0%","x815310506596691968","RepJoshG","","Honored to serve the people of New Jersey's 5th District. Working across the aisle to solve problems, lower taxes, and fight for Jersey values.",1156,4401,51,5,1156,954,93,"2017-01-03 15:07:21","2018-02-22 22:33:00",10,14.7494758909853,14,21.1612903225806
"Kurt Schrader","House","D","Ore.",24," centrist Democrat",0.518667957149,"14.0%","x20545793","RepSchrader","Oregon","Proudly representing Oregon's 5th Congressional District",2096,22372,755,40,2091,1689,890,"2009-02-10 23:59:40","2018-02-22 20:55:55",1,6.94256956779159,1,5.37078651685393
"Kevin McCarthy","House","R","Calif.",25," centrist Republican",0.530873393456,"2.3%","x19739126","GOPLeader","Bakersfield, CA","I serve as Majority Leader and Representative of California's 23rd district in the U.S. House of Representatives.",9180,144477,1444,1441,3214,1864,459,"2015-06-04 00:36:22","2018-02-23 02:11:02",16,182.472639484979,13,48.078431372549
"John Curtis","House","R","Utah",25," centrist Republican follower ",0.536278202423,"2.4%","x931614483050414080","RepJohnCurtis","Utah and DC","Official account for Congressman John Curtis. Proudly serving the people of Utah's 3rd district.",223,741,25,98,223,109,13,"2017-11-28 20:37:13","2018-02-22 19:40:26",8,14.1743119266055,11,29.8461538461538
"Jenniffer Gonzalez-Colon","House","R","Puerto Rico",25," centrist Republican follower ",0.537955507441,"","x819744763020775425","RepJenniffer","Washington, DC","Proudly representing the 3.4 million U.S. citizens of Puerto Rico in Congress. Member of @NatResources, @HouseVetAffairs, @HouseSmallBiz, and @HouseGOP.",2309,6379,509,1145,2308,1422,88,"2017-01-13 19:39:51","2018-02-23 02:11:44",31,44.373417721519,15,28.8068181818182
"Kyrsten Sinema","House","D","Ariz.",25," centrist Democrat",0.539059265755,"22.5%","x1080844782","RepSinema","","Official twitter feed of U.S. Congresswoman Kyrsten Sinema, serving Arizona's 9th District.",10562,27141,758,8,3216,2473,977,"2016-05-08 13:00:06","2018-02-23 00:07:22",5,13.4698746461787,1,7.6878198567042
"Ileana Ros-Lehtinen","House","R","Fla.",25," centrist Republican leader",0.554609014746,"14.5%","x14275291","RosLehtinen","Miami, Florida","Blessed to rep beautiful South Florida and the wonderful folks who live here!",27850,115953,2784,1,3205,2113,393,"2017-06-08 19:07:00","2018-02-22 22:46:13",19,136.68764789399,38,521.974554707379
"Scott Taylor","House","R","Va.",25," centrist Republican follower ",0.556014075199,"3.1%","x837722935095930883","RepScottTaylor","Virginia Beach, VA","Official Twitter of Congressman Scott Taylor(VA-02)",109,3012,16,36,109,97,4,"2017-03-10 14:49:25","2018-02-20 16:42:37",4,7.67010309278351,5.5,7.75
"Joe Donnelly","Senate","D"," Ind.",25," centrist Democratic follower",0.556441307664,"20.8%","216503958","SenDonnelly","","U.S. Senator Joe Donnelly's communications staff",5246,87876,217,3,3229,2979,453,"2015-03-16 19:24:24","2018-02-23 21:12:04",10,29.8875461564283,4,25.8962472406181
"Amata Coleman Radewagen","House","R","American Samoa",25," centrist Republican follower ",0.557464763631,"","x3026622545","RepAmata","Washington, D.C.","Congresswoman proudly representing American Samoa. Serving on the @NatResources, @HouseVetAffairs, and @HouseSmallBiz",323,1690,181,161,323,164,36,"2015-02-09 16:17:44","2018-02-21 15:27:41",2,4.82926829268293,3,6.97222222222222
"John Faso","House","R","N.Y.",25," centrist Republican follower ",0.56199248436,"12.0%","x815931811348017152","RepJohnFaso","NY-19","Representing New York's 19th Congressional District",596,5204,132,15,597,458,47,"2017-01-03 19:46:23","2018-02-23 01:43:06",6,13.8646288209607,13,39.4893617021277
"Brian Fitzpatrick","House","R","Pa.",25," centrist Republican",0.564443906696,"19.9%","x816303263586914304","RepBrianFitz","Levittown, PA","An independent voice for the people of #PA08. Former FBI Special Agent & Federal Prosecutor. EMT, CPA & Philly sports fan. #GoBirds",662,4655,146,62,662,466,27,"2017-01-03 20:31:01","2018-02-21 17:22:05",5,10.4742489270386,11,17.3333333333333
"Karen Handel","House","R","Ga.",26," centrist Republican follower ",0.566765447844,"1.7%","x911302336307490816","RepKHandel","","Proudly Representing Georgia's 6th District in the U.S. House of Representatives",166,970,97,2,166,87,59,"2017-10-04 17:11:27","2018-02-12 22:33:03",5,12.4827586206897,5,8.64406779661017
"Brian Mast","House","R","Fla.",26," centrist Republican follower ",0.570875844998,"10.1%","x814103950404239360","RepBrianMast","","Proud husband, father of 3 & Army veteran.  Humbly serving the 18th Congressional District of Florida. Please contact me if you need assistance.",725,5853,471,8,723,362,31,"2017-01-03 13:38:17","2018-02-16 21:41:32",11,19.8508287292818,21,45.9677419354839
"Lisa Murkowski","Senate","R"," Alaska",26," centrist Republican",0.579986319462,"6.8%","18061669","lisamurkowski","Alaska & Washington, D.C.","Official Twitter account for U.S. Senator Lisa Murkowski. Follow me for news and updates on what's happening in the Senate and across Alaska.",5047,166983,552,129,3237,2323,521,"2013-07-10 22:09:26","2018-02-23 19:10:28",6,86.5152819629789,4,105.094049904031
"Joe Manchin III","Senate","D"," W.Va.",26," centrist Democrat",0.582446084318,"27.5%","234374703","Sen_JoeManchin","","I proudly serve the people of West Virginia. Please do not hesitate to contact me to share your commonsense ideas, concerns or if you need assistance.",4904,141126,710,157,3199,2820,437,"2014-01-09 23:52:07","2018-02-22 22:30:00",6,43.8925531914894,12,95.5308924485126
"Jason Lewis","House","R","Minn.",26," centrist Republican follower ",0.583605429292,"3.8%","x816047090849746945","RepJasonLewis","","Proudly representing #MN02. 

Fighting for a better future for our kids and a government that works for you.",742,5759,83,167,742,455,111,"2017-01-03 15:15:22","2018-02-21 15:45:17",17,29.8527472527473,20,44.5765765765766
"Liz Cheney","House","R","Wyo.",26," centrist Republican follower ",0.588109202368,"3.8%","x816719802328715264","RepLizCheney","Wyoming, USA","Official Page of Congressman Liz Cheney, proudly representing the people of Wyoming.",191,3218,69,1,191,181,11,"2017-01-05 01:20:49","2018-02-22 23:28:21",11,18.5138121546961,34,50.0909090909091
